sup_tot,sup_cub,ambientes,dormitorios,expensas,precio,precio_moneda,ubicación,lat,lon,fecha,href,inm_tipo
34.0,30.0,1.0,,4500.0,20000,$,Av. Corrientes Al 700,-34.6031463,-58.3745634,2021-04-27T20:38:16.000Z,https://departamento.mercadolibre.com.ar/MLA-918237639-monoambiente-en-microcentro-alquiler-o-venta-_JM#position=2&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
36.0,35.0,2.0,1.0,7800.0,35000,$,"Mansilla 3500, Palermo",-34.591767100000006,-58.413748,2021-04-16T13:53:46.000Z,https://departamento.mercadolibre.com.ar/MLA-916541494--no-disponible-2-ambientes-con-muebles-mansilla-y-bulnes-_JM#position=3&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
75.0,65.0,4.0,3.0,6000.0,42000,$,"Ramirez, Ceferino, Comodoro 5400, Villa Lugano",-34.684082000000004,-58.462298,2021-09-08T20:26:08.000Z,https://departamento.mercadolibre.com.ar/MLA-1102382469-departamento-4-ambientes-hermosa-vista-_JM#position=4&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
43.0,38.0,1.0,1.0,9500.0,28000,$,"Mexico 900, San Telmo",-34.6153226,-58.3788619,2021-09-30T03:39:55.000Z,https://departamento.mercadolibre.com.ar/MLA-1105994655-impecable-unidad-al-frente-optimo-emplazamiento-_JM#position=5&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
63.0,57.0,3.0,2.0,18000.0,65000,$,"Alquiler Departamento Franklin D. Roosevelt 1400 Belgrano, Belgrano",-34.5586245,-58.4624215,2021-09-04T15:17:24.000Z,https://departamento.mercadolibre.com.ar/MLA-1101499807-alquiler-belgrano-tres-ambientes-con-cochera-y-amenities-_JM#position=6&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
30.0,28.0,2.0,1.0,3700.0,26500,$,"Alberti 100, Balvanera",-34.6116456,-58.401241799999994,2021-09-06T14:32:27.000Z,https://departamento.mercadolibre.com.ar/MLA-1101806705-alquiler-depto-2-ambientes-luminoso-balvanera-_JM#position=7&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
65.0,58.0,3.0,2.0,8000.0,36000,$,"Camarones 1656, Paternal",-34.60488170000001,-58.46491999999999,2021-08-04T15:30:26.000Z,https://departamento.mercadolibre.com.ar/MLA-932714548-3-ambientes-balcon-al-contrafrente-camarones-1656-paternal-_JM#position=8&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
18.0,18.0,1.0,,0.0,24000,$,"Pumacahua Al 500, Flores",-34.6327625,-58.4528531,2021-09-02T18:55:25.000Z,https://departamento.mercadolibre.com.ar/MLA-1101094525-departamento-flores-_JM#position=9&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
57.0,57.0,3.0,2.0,4000.0,30000,$,"Mozart 2400 1º, Villa Lugano",-34.6606713,-58.46835600000001,2021-09-15T21:50:14.000Z,https://departamento.mercadolibre.com.ar/MLA-1103479591-alquiler-departamento-3-ambientes-en-barrio-nagera-villa-lugano-_JM#position=10&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
40.0,40.0,2.0,1.0,8400.0,25000,$,"Avenida Independencia Al 1900, San Cristóbal",-34.6184546,-58.394247,2021-07-28T03:10:18.000Z,https://departamento.mercadolibre.com.ar/MLA-931174144-2amb-cbano-y-cocina-reciclados-savenida-cmedios-de-transporte-estado-impecable-_JM#position=11&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
102.0,90.0,4.0,3.0,12700.0,65000,$,"Bacacay Al 3500, Floresta",-34.6306594,-58.478634,2021-06-24T23:10:56.000Z,https://departamento.mercadolibre.com.ar/MLA-927016124-departamento-floresta-_JM#position=12&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
68.0,54.0,3.0,2.0,,42000,$,"Pedro Goyena 1432, Caballito",-34.627705600000006,-58.4474929,2021-08-11T21:50:57.000Z,https://departamento.mercadolibre.com.ar/MLA-933865734-excelente-3-ambientes-en-caballito-planta-baja-con-2-patios-_JM#position=13&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
36.0,36.0,2.0,1.0,0.0,42000,$,"Pacheco De Melo Al 1900, Recoleta",-34.59125529999999,-58.39454870000001,2020-06-25T21:20:22.000Z,https://departamento.mercadolibre.com.ar/MLA-864519260-pb-de-categoria-en-inmejorable-ubicacion-_JM#position=14&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
32.0,32.0,1.0,,3200.0,25000,$,"Agronomia, Frente A La Facultad Mono Ambiente  Gral. Rivas Al 2300, Villa del Parque",-34.5987146,-58.4825583,2021-07-12T17:32:01.000Z,https://departamento.mercadolibre.com.ar/MLA-929112163-monoambiente-en-alquiler-villa-del-parque-agronomia-_JM#position=15&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
80.0,80.0,3.0,2.0,,55000,$,"Ramon Falcon  1624, Caballito",-34.62617120000001,-58.4518747,2021-08-18T17:22:27.000Z,https://departamento.mercadolibre.com.ar/MLA-934846103-falcon-1624-3amb-gran-cocina-lav-indep-_JM#position=16&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
40.0,40.0,2.0,1.0,2000.0,35000,$,"Eugenio Garzon 7216, Mataderos",-34.66818789999999,-58.504799600000005,2021-09-04T16:52:12.000Z,https://departamento.mercadolibre.com.ar/MLA-1101475721--2-amb-ph-frente-miralo-_JM#position=17&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
19.0,19.0,1.0,,3151.0,20000,$,"Bulnes  100, Almagro",-34.6096802,-58.4186897,2021-07-27T00:04:03.000Z,https://departamento.mercadolibre.com.ar/MLA-931006893-alquiler-monoambiente-apto-profesional-_JM#position=18&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
36.0,36.0,2.0,1.0,,24000,$,"Moreno 1700, Monserrat",-34.612728000000004,-58.390235200000006,2021-09-13T17:59:58.000Z,https://departamento.mercadolibre.com.ar/MLA-1103092550-departamento-2-ambientes-bano-completo-_JM#position=19&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
38.0,38.0,2.0,1.0,1200.0,32000,$,"Mario Bravo Al 300, Almagro",-34.605914899999995,-58.4171948,2021-09-03T19:34:19.000Z,https://departamento.mercadolibre.com.ar/MLA-1101330325-alquiler-ph-2-ambientes-mario-bravo-al-300-almagro-_JM#position=20&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
34.0,34.0,2.0,1.0,4300.0,30000,$,"Honorio Pueyrredon 1870, Villa Crespo",-34.6006736,-58.4519593,2021-10-11T09:51:23.000Z,https://departamento.mercadolibre.com.ar/MLA-1107676723-departamento-2-ambientes-super-luminoso-en-villa-crespo-_JM#position=21&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
42.0,39.0,2.0,1.0,6600.0,32000,$,"Humboldt Al 800 2º C, Villa Crespo",-34.5920847,-58.44432320000001,2021-10-04T16:47:01.000Z,https://departamento.mercadolibre.com.ar/MLA-1106554750-2-ambientes-2-contrafrente-cbalcon-amenities-humboldt-al-800-villa-crespo-_JM#position=22&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
32.0,30.0,1.0,1.0,5200.0,25000,$,"Av. Rivadavia 11000, Liniers",-34.639256200000005,-58.51884989999999,2021-08-02T20:54:02.000Z,https://departamento.mercadolibre.com.ar/MLA-932478332-hermoso-monoambiente-subdivid-con-balcon-apto-profesional-_JM#position=23&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
120.0,60.0,3.0,2.0,8000.0,45000,$,"Sarmiento 2200, Balvanera",-34.606170899999995,-58.397767,2021-09-15T21:41:49.000Z,https://departamento.mercadolibre.com.ar/MLA-1103473260-dueno-alquila-departamento-balvanera-_JM#position=24&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
40.0,40.0,2.0,1.0,5000.0,30000,$,"Helguera 4740. Entre Av Mosconi Y Carlos Antonio Lopez, Villa Pueyrredón",-34.587556400000004,-58.505283999999996,2021-08-03T21:19:15.000Z,https://departamento.mercadolibre.com.ar/MLA-932620682-departamento-en-alquiler-en-villa-pueyrredon-_JM#position=25&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
40.0,40.0,2.0,1.0,5000.0,36900,$,"Jorge Newbwry 4017, Colegiales",-34.589554799999995,-58.4467095,2021-10-15T04:33:47.000Z,https://departamento.mercadolibre.com.ar/MLA-1108290645-2-amb-d-u-e-n-o-balcon-frances-vista-panoram-subte-tren-_JM#position=26&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
51.0,45.0,2.0,1.0,4823.0,36000,$,"Llavallol Al 2100, Villa del Parque",-34.6107782,-58.4907468,2021-09-14T16:00:51.000Z,https://departamento.mercadolibre.com.ar/MLA-1103311914-departamento-en-alquiler-2-amb-villa-del-parque-_JM#position=27&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
30.0,30.0,1.0,1.0,1.0,25000,$,"Aguero 1300, Recoleta",-34.5945293,-58.409277,2021-09-28T14:09:54.000Z,https://departamento.mercadolibre.com.ar/MLA-1105596564-ambiente-sin-expensas-_JM#position=28&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
34.0,34.0,2.0,1.0,4500.0,26000,$,"Montes De Oca 1280, Barracas",-34.6426489,-58.3735397,2021-09-10T19:35:16.000Z,https://departamento.mercadolibre.com.ar/MLA-1102769037-departamento-en-alquiler-2-ambientes-montes-de-oca-y-rocha-_JM#position=29&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
23.0,23.0,1.0,1.0,0.0,25000,$,"Avenida Chiclana Al 3000, Parque Patricios",-34.629862100000004,-58.4061086,2021-05-10T15:42:14.000Z,https://departamento.mercadolibre.com.ar/MLA-920010010-monoambiente-a-estrenar-bajas-expensas-sobre-avenida-_JM#position=30&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
60.0,35.0,2.0,1.0,8244.0,35000,$,"Pueyrredón Al 1700 Entre French Y Juncal, Recoleta",-34.591370899999994,-58.400749,2021-07-23T14:45:02.000Z,https://departamento.mercadolibre.com.ar/MLA-930590119-departamento-2-ambientes-venta-yo-alquiler-recoleta-_JM#position=31&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
48.0,40.0,2.0,1.0,10000.0,33000,$,"Velasco Al 1000, Villa Crespo",-34.593926,-58.440942299999996,2021-08-31T20:44:48.000Z,https://departamento.mercadolibre.com.ar/MLA-1100696363-departamento-villa-crespo-_JM#position=32&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
34.0,34.0,1.0,,4000.0,25000,$,"Av Nazca 3355, Villa del Parque",-34.597717200000005,-58.492253399999996,2021-08-30T15:33:53.000Z,https://departamento.mercadolibre.com.ar/MLA-1100475237-unidad-1-amb-en-edificio-con-amenities-_JM#position=33&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
70.0,67.0,3.0,2.0,,65000,$,"Segui 1261, Caballito",-34.6111245,-58.4581831,2021-09-02T17:35:54.000Z,https://departamento.mercadolibre.com.ar/MLA-1100902873-alquiler-duplex-3-ambientes-super-amplio-muy-luminoso-_JM#position=34&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
49.0,45.0,2.0,1.0,6000.0,25000,$,"Alquiler 2 Ambientes En Palermo.  Piso 1 Con Patio, Palermo",-34.583114200000004,-58.4372708,2021-10-11T17:21:00.000Z,https://departamento.mercadolibre.com.ar/MLA-1107718658-departamento-palermo-_JM#position=35&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
25.0,25.0,1.0,1.0,,28000,$,"Brasil 41, Puerto Madero",-34.6249566,-58.364267299999995,2021-09-02T10:57:51.000Z,https://departamento.mercadolibre.com.ar/MLA-1101022479-alquilo-mono-ambientecapital-importante-tener-garantia-_JM#position=36&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
33.0,33.0,2.0,1.0,4500.0,27000,$,"Bucarelli  2600 1°, Villa Urquiza",-34.5739517,-58.4903565,2021-09-19T03:45:29.000Z,https://departamento.mercadolibre.com.ar/MLA-1103987174-bucarelli-2624-2-amb-alquiler-villa-urquiza-_JM#position=37&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
90.0,75.0,3.0,2.0,10000.0,48000,$,"Adolfo Alsina 2490, Balvanera",-34.6133878,-58.401203,2021-09-08T19:47:54.000Z,https://departamento.mercadolibre.com.ar/MLA-1102355521-3-ambientes-balcon-frente-cocina-comedor-lavadero-luminoso-_JM#position=38&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
33.0,33.0,1.0,,2500.0,24000,$,"Vallejos  Al 4400, Villa Devoto",-34.6000721,-58.5206399,2021-06-23T15:14:33.000Z,https://departamento.mercadolibre.com.ar/MLA-926773521-vallejos-4400-_JM#position=39&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
40.0,40.0,1.0,,6000.0,20000,$,"Corrientes 1600, San Nicolás",-34.6042583,-58.3893326,2020-11-04T16:42:34.000Z,https://departamento.mercadolibre.com.ar/MLA-886772015-amplio-monoambiente-apto-profesional-_JM#position=40&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
28.0,28.0,2.0,1.0,,25500,$,"Beruti Sn, Recoleta",-34.5920875,-58.4028254,2021-08-31T16:08:10.000Z,https://departamento.mercadolibre.com.ar/MLA-1100632380-alquiler-dpto-2-amb-recoleta-_JM#position=41&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
53.0,43.0,3.0,2.0,9886.0,38000,$,"Urquiza Al 400, Balvanera",-34.6157693,-58.4094636,2021-08-30T19:46:13.000Z,https://departamento.mercadolibre.com.ar/MLA-1100512646-departamento-3-ambientes-con-balcon-corrido-balvanera-_JM#position=42&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
67.0,64.0,3.0,2.0,18000.0,75000,$,"Del Libertador, Avda. Al 6700. Entre Congreso Y Quesada, Núñez",-34.5502295,-58.453640500000006,2021-05-19T14:39:54.000Z,https://departamento.mercadolibre.com.ar/MLA-921495459-departamento-en-alquiler-en-nunez-_JM#position=43&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
34.0,30.0,1.0,1.0,7300.0,20000,$,"Entre Rios, Avda. Al 1700. Entre Brasil Y Antequera, Constitución",-34.628529799999995,-58.3908751,2021-08-19T15:42:34.000Z,https://departamento.mercadolibre.com.ar/MLA-935001898-luminoso-y-hermoso-monoambiente-c-balcon-zona-h-garrahan-_JM#position=44&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
56.0,56.0,3.0,2.0,9900.0,42000,$,"F Senillosa  200 4°, Caballito",-34.6192474,-58.429885899999995,2021-09-06T17:22:19.000Z,https://departamento.mercadolibre.com.ar/MLA-1101844726-departamento-alquiler-caballito-3-ambientes-_JM#position=45&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
58.0,58.0,3.0,2.0,5900.0,39000,$,"Avellaneda 3942, Floresta",-34.6296701,-58.4839344,2021-09-01T18:45:03.000Z,https://departamento.mercadolibre.com.ar/MLA-1100883570-alquiler-floresta-58mts3-amb-luminoso-avellaneda-3900-_JM#position=46&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
31.0,31.0,2.0,1.0,5800.0,20000,$,"Esmeralda Al 800. Entre Av. Córdoba Y Paraguay, Monserrat",-34.598256400000004,-58.377907400000005,2021-07-12T16:01:30.000Z,https://departamento.mercadolibre.com.ar/MLA-929102284-consultorio-microcentro-2-ambientes-_JM#position=47&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
45.0,43.0,2.0,1.0,,28000,$,"Juan B. Justo 4028, Villa Crespo",-34.604870700000006,-58.458770400000006,2021-09-01T15:57:14.000Z,https://departamento.mercadolibre.com.ar/MLA-1100839237-alquiler-2-ambiente-luminosos-lateral-cbalcon45mts-_JM#position=48&search_layout=grid&type=item&tracking_id=b93981ec-ae4f-440f-9416-7822fb0d8341,depto
29.0,22.0,1.0,,5081.0,27000,$,"Argerich 3000, Villa del Parque",-34.6015632,-58.491017799999995,2021-09-01T17:57:06.000Z,https://departamento.mercadolibre.com.ar/MLA-1100891835-monoambiente-en-alquiler-argerich-3000-con-balcon-_JM#position=1&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
44.0,40.0,2.0,1.0,17000.0,45000,$,"Arevalo Al 1900, Palermo",-34.579044700000004,-58.4382519,2021-07-26T20:20:31.000Z,https://departamento.mercadolibre.com.ar/MLA-930976645-departamento-palermo-_JM#position=2&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
37.0,37.0,2.0,1.0,7000.0,28000,$,"V. Loreto Al 2400, Colegiales",-34.5683314,-58.4504897,2021-06-23T16:46:01.000Z,https://departamento.mercadolibre.com.ar/MLA-926785256-departamento-colegiales-_JM#position=3&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
50.0,50.0,3.0,2.0,,35000,$,"Pueyrredon 740, Balvanera",-34.601471999999994,-58.404920999999995,2019-04-03T20:04:51.000Z,https://departamento.mercadolibre.com.ar/MLA-779473928-alquiler-temporario-3-amb-en-balvanera-65-m2-todo-incluido-_JM#position=4&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
47.0,47.0,2.0,1.0,1.0,45000,$,"Billinghurst 540, Almagro",-34.6033491,-58.4157444,2021-09-21T14:34:25.000Z,https://departamento.mercadolibre.com.ar/MLA-1104298586-alquiler-almagro-2-ambientes-expensas-incluidas-venta-dueno-_JM#position=5&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
85.0,80.0,4.0,3.0,5500.0,75000,$,"Honorio Pueyrredon 853, Caballito",-34.6104786,-58.4430894,2021-04-20T13:14:52.000Z,https://departamento.mercadolibre.com.ar/MLA-917017462-alquiler-4-ambientes-honorio-pueyrredon-853-caballito-_JM#position=6&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
55.0,33.0,2.0,1.0,7500.0,32000,$,"Jean Jaures 300, Balvanera",-34.6057775,-58.4092662,2021-09-23T14:00:15.000Z,https://departamento.mercadolibre.com.ar/MLA-1104735154-comodo-dos-ambientes-con-patio-en-alquiler-en-once-_JM#position=7&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
21.0,21.0,1.0,,5100.0,22000,$,"Garcia Lorca 35, Caballito",-34.621222700000004,-58.4445134,2021-09-01T14:16:15.000Z,https://departamento.mercadolibre.com.ar/MLA-1100831105-alquiler-monoambiente-caballito-_JM#position=8&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
38.0,38.0,2.0,1.0,4300.0,35000,$,"Scalabrini Ortiz 2356, Palermo",-34.586368900000004,-58.4182573,2021-05-19T18:15:22.000Z,https://departamento.mercadolibre.com.ar/MLA-921525700-depto-2-amb-lateral-palermo-_JM#position=9&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
30.0,30.0,1.0,,0.0,28000,$,"Mendoza Al 5800, Villa Urquiza",-34.5818729,-58.49153760000001,2021-08-17T19:43:11.000Z,https://departamento.mercadolibre.com.ar/MLA-934668072-mendoza-5800-monoambiente-al-contrafrente-con-balcon-_JM#position=20&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
26.0,22.0,1.0,,5000.0,25000,$,"Av Cordoba  5400 1°, Palermo Chico",-34.5882645,-58.4388924,2021-08-31T16:13:08.000Z,https://departamento.mercadolibre.com.ar/MLA-1100630592-dpto-monoambiente-al-fte-con-excelente-ubicacion-_JM#position=21&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
40.0,40.0,2.0,1.0,4000.0,37000,$,"Vallejos Al 4400, Villa Devoto",-34.600081,-58.5206506,2021-05-13T13:38:42.000Z,https://departamento.mercadolibre.com.ar/MLA-920514458-vallejos-4400-_JM#position=22&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
35.0,35.0,2.0,1.0,5185.0,25000,$,"Hidalgo Al 700, Caballito",-34.610648,-58.440895499999996,2021-09-14T18:21:33.000Z,https://departamento.mercadolibre.com.ar/MLA-1103344078-departamento-de-2-ambientes-en-alquiler-en-caballito-_JM#position=23&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
41.0,41.0,2.0,1.0,6385.0,25000,$,"Lavalle 1818. Entre Esquina Y Riobamba, Congreso",-34.6032133,-58.3928924,2021-06-09T22:32:05.000Z,https://departamento.mercadolibre.com.ar/MLA-924786533-callao-y-lavalle-_JM#position=24&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
55.0,55.0,3.0,2.0,5000.0,36000,$,"Av. Mosconi 3383. Entre Campana  Y Llavallol, Villa Pueyrredón",-34.5898439,-58.508704099999996,2021-08-18T20:10:16.000Z,https://departamento.mercadolibre.com.ar/MLA-934886500-alquiler-departamento-3-ambientes-villa-pueyrredon-_JM#position=25&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
45.0,45.0,2.0,1.0,6300.0,30000,$,"San Jose De Calasanz Al 100, Caballito",-34.6159245,-58.4406027,2021-06-04T18:10:38.000Z,https://departamento.mercadolibre.com.ar/MLA-923932957-departamento-caballito-_JM#position=26&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
45.0,45.0,2.0,1.0,3800.0,34000,$,"Galicia 2700, Flores",-34.6170749,-58.47327370000001,2021-05-05T16:31:09.000Z,https://departamento.mercadolibre.com.ar/MLA-919274984-alquiler-2-amb-frente-pb-b-en-flores-_JM#position=27&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
49.0,45.0,2.0,1.0,7000.0,35000,$,"Thames 2200, Botánico",-34.5888419,-58.43257320000001,2021-06-02T13:30:51.000Z,https://departamento.mercadolibre.com.ar/MLA-923570075-alquiler-2-amb-en-plaza-italia-a-2-cuadras-santa-fe-_JM#position=28&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
38.0,35.0,1.0,,4500.0,23000,$,"Avenida Entre Ríos 2033, Parque Patricios",-34.6319979,-58.39087779999999,2021-07-29T08:15:39.000Z,https://departamento.mercadolibre.com.ar/MLA-931469894-alquiler-departamento-1-ambiente-apto-profesional-a-estrenar-_JM#position=29&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
60.0,60.0,3.0,2.0,5000.0,70000,$,"Vidal 2152, Belgrano",-34.563893799999995,-58.4609034,2021-06-05T22:45:03.000Z,https://departamento.mercadolibre.com.ar/MLA-924089010-alquiler-temporario-departamento-3-ambientes-en-belgrano-_JM#position=30&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
82.0,74.0,3.0,2.0,12000.0,56000,$,"Cabildo 2540, Belgrano",-34.5581278,-58.46045920000001,2021-09-14T14:58:37.000Z,https://departamento.mercadolibre.com.ar/MLA-1103256432-dpto-3-amb-c-balcon-corrido-frente-x-escalera-_JM#position=31&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
26.0,26.0,1.0,,2000.0,29000,$,"Rosario 814, Caballito",-34.6206826,-58.4400397,2021-08-28T16:01:13.000Z,https://departamento.mercadolibre.com.ar/MLA-1100278453-alquiler-monoambiente-caballito-dueno-directo-_JM#position=32&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
63.0,50.0,2.0,1.0,6500.0,38000,$,"Guise 1974, Palermo",-34.590117,-58.4124581,2021-09-24T20:51:02.000Z,https://departamento.mercadolibre.com.ar/MLA-1105090314-alquiler-amplio-y-luminoso-departamento-2-ambientes-con-patio-en-palermo-_JM#position=33&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
120.0,120.0,6.0,5.0,15000.0,55000,$,"Tacuarí 119, Monserrat",-34.6097132,-58.379262100000005,2021-08-06T13:00:23.000Z,https://departamento.mercadolibre.com.ar/MLA-933062026-se-alquila-depto-6-amb-apto-profesional-muy-luminoso-_JM#position=34&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
45.0,45.0,2.0,1.0,4500.0,35000,$,"Avenida Caseros  2500, Parque Patricios",-34.6357143,-58.3971125,2021-03-24T15:27:39.000Z,https://departamento.mercadolibre.com.ar/MLA-913330323-alquiler-2-ambientes-sobre-avda-caseros-_JM#position=35&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
70.0,,3.0,2.0,14000.0,39000,$,"Yerbal Al 900, Caballito",-34.6205555,-58.44480840000001,2021-09-22T15:38:19.000Z,https://departamento.mercadolibre.com.ar/MLA-1104512174-departamento-3-ambientes-al-frente-con-balcon-caballito-muy-luminoso-y-soleado-_JM#position=36&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
58.0,58.0,4.0,3.0,15000.0,30000,$,"Avenida Callao 600, Recoleta",-34.601262899999995,-58.3924198,2021-07-29T15:43:18.000Z,https://departamento.mercadolibre.com.ar/MLA-931509506-alquiler-depto-4-amb-amoblado-recoleta-apto-prof-_JM#position=37&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
59.0,55.0,3.0,2.0,4000.0,45000,$,"Mariano Acha 2810, Villa Urquiza",-34.5670956,-58.4818555,2021-08-23T21:43:12.000Z,https://departamento.mercadolibre.com.ar/MLA-935569222-departamento-3-ambientes-balcon-villa-urquiza-_JM#position=38&search_layout=grid&type=item&tracking_id=301ace45-0bb2-4060-99e6-7150a2b7ee09,depto
